fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
66;44;15;21;76;22;53;9957;332;62;93
68;65;2;21;78;8;15;99498;335;62;104
96;38;42;19;71;5;13;99659;315;75;105
102;33;46;19;81;6;9;99628;31;48;104
88;27;46;21;95;20;29;99488;326;56;113
79;57;31;2;79;10;79;99677;329;69;95
82;34;37;19;57;43;74;99408;323;81;12
82;4;31;19;82;8;24;996;324;69;106
9;39;4;13;44;25;50;99478;32;83;109
109;32;52;18;132;17;44;99734;328;77;115
109;32;52;18;132;17;44;99734;328;77;115
81;53;22;22;78;33;89;99678;326;46;96
105;36;47;22;74;9;23;99638;323;76;12
126;39;49;25;8;8;20;9992;307;82;103
92;46;23;26;91;18;77;99922;315;51;94
75;58;3;41;8;27;46;99592;302;47;92
9;58;25;2;104;8;21;99769;327;72;96
51;42;0;18;44;18;88;99157;368;73;136
76;43;29;21;75;19;66;99718;34;64;95
77;18;34;27;66;15;58;9947;337;78;118
78;815;1;26;74;48;90;99621;338;62;108
76;43;29;21;75;19;66;99718;34;64;95
102;23;37;22;57;14;36;99614;323;49;93
71;75;1;22;59;11;18;99242;339;4;128
6;33;32;129;54;6;113;99572;33;56;115
78;55;0;17;7;7;17;99659;326;64;94
71;75;1;22;59;11;18;99242;339;4;128
81;73;0;25;81;12;24;99798;338;46;96
65;67;0;43;57;11;20;99488;345;56;118
75;61;2;17;76;36;60;99494;31;4;93
98;37;39;25;79;28;65;99729;316;59;98
9;4;41;2;58;15;40;99414;322;6;122
83;56;22;24;82;10;86;9983;337;62;95
59;29;25;134;67;72;160;99721;333;54;103
74;55;19;18;82;15;34;99655;349;68;105
74;74;7;17;86;15;48;99502;312;48;10
74;55;19;18;82;15;34;99655;349;68;105
69;41;33;22;81;22;36;9949;341;75;111
71;6;1;23;79;24;37;99514;34;61;109
71;6;1;23;79;24;37;99514;34;61;109
75;58;14;22;77;27;60;9963;328;59;98
71;72;0;18;123;6;14;99627;345;58;98
79;66;0;14;96;6;13;99569;343;58;95
78;7;6;19;79;20;35;99628;34;69;109
61;64;2;24;69;26;46;99358;347;45;11
75;59;22;18;82;43;60;99499;31;42;92
7;58;28;48;85;12;69;99633;332;7;11
68;64;0;27;123;15;33;99538;344;63;113
68;64;0;27;123;15;33;99538;344;63;113
86;635;68;18;403;19;56;99632;302;115;93
63;102;0;2;83;17;24;99437;359;55;112
98;45;38;25;81;34;66;99726;315;58;98
82;78;0;22;89;13;26;9978;337;46;96
85;37;32;18;66;26;51;99456;338;72;118
72;57;5;23;81;16;36;99564;338;6;103
72;57;5;23;81;16;36;99564;338;6;103
104;43;5;23;68;13;19;996;31;87;114
69;41;31;2;79;21;51;99668;347;55;95
55;49;3;18;44;28;87;9908;35;82;14
5;38;1;16;48;26;60;99084;37;75;14
73;44;2;16;49;24;64;9935;338;57;117
59;46;0;19;77;25;44;99385;35;53;112
75;58;2;2;73;34;44;99494;31;43;93
78;58;13;21;102;17;36;9944;324;53;112
8;715;22;23;75;13;81;99688;324;54;95
85;4;4;63;5;3;10;99566;328;56;12
7;69;0;19;114;3;10;99636;335;6;97
8;715;22;23;75;13;81;99688;324;54;95
98;3;39;17;62;3;9;9948;314;57;115
71;46;2;19;77;28;54;9956;337;64;104
71;46;2;19;77;28;54;9956;337;64;104
79;765;0;2;84;9;22;99619;333;68;109
87;63;28;27;96;17;69;99734;326;63;102
7;42;19;23;71;18;36;99476;339;56;109
113;37;5;18;9;20;47;99734;315;57;105
71;16;44;25;68;17;31;99328;335;54;124
8;6;8;26;56;3;7;99286;322;37;13
7;6;3;45;68;20;110;99914;33;117;102
7;6;3;45;68;20;110;99914;33;117;102
76;74;0;19;1;6;12;99521;336;59;11
82;635;1;21;73;25;60;99638;329;75;109
59;395;13;24;56;14;28;99362;362;67;124
75;755;0;19;84;6;12;99672;334;49;97
82;635;1;21;73;25;60;99638;329;75;109
66;63;0;43;93;51;775;99558;32;45;95
66;63;0;43;93;51;775;99558;32;45;95
72;53;14;21;64;15;29;99323;335;61;121
57;6;0;14;63;11;18;99191;345;56;122
76;158;0;21;137;5;9;99476;35;4;109
52;645;0;215;8;15;28;99444;378;61;125
67;86;7;2;1;20;57;99598;36;74;117
91;37;32;21;64;4;15;99576;33;8;112
8;28;44;18;81;28;68;99501;336;66;112
76;79;21;23;87;21;68;9955;312;44;92
75;61;26;19;73;24;88;99612;33;53;98
97;69;32;25;88;22;91;9979;329;62;101
68;68;9;39;68;15;29;99524;341;52;111
97;69;32;25;88;22;91;9979;329;62;101
7;62;1;14;71;27;63;996;328;61;92
75;61;26;19;73;24;88;99612;33;53;98
65;51;15;3;64;12;27;9929;333;59;128
8;118;21;19;83;14;41;99532;334;47;105
7;36;21;23;86;20;65;99558;34;54;101
7;36;21;24;86;24;69;99556;34;53;101
75;63;27;2;83;17;91;99616;326;58;98
54;74;0;12;41;16;46;99258;401;59;125
99;44;46;22;91;10;41;99638;318;69;119
75;63;27;2;83;17;91;99616;326;58;98
91;76;68;17;414;18;64;99652;29;133;91
97;66;34;26;94;12;88;99796;326;66;101
5;74;0;12;41;16;46;99258;401;59;125
91;34;42;18;58;9;18;99392;318;55;114
91;36;39;18;6;21;55;99495;318;82;11
67;46;24;17;77;18;34;9948;339;6;106
67;46;24;17;77;18;34;9948;339;6;106
67;46;24;17;77;18;34;9948;339;6;106
67;46;24;17;77;18;34;9948;339;6;106
65;52;11;18;73;13;38;9955;334;52;93
74;6;26;21;83;17;91;99616;329;56;98
74;6;26;21;83;17;91;99616;329;56;98
78;87;26;38;107;31;67;99668;326;46;92
84;39;1;17;75;6;25;99581;309;43;97
91;775;22;22;79;12;48;9976;318;51;96
72;835;0;2;166;4;11;99608;339;52;10
66;58;2;24;69;19;40;99387;338;66;126
6;5;0;14;57;15;26;99448;336;45;95
6;5;0;14;57;15;26;99448;336;45;95
6;5;0;14;57;15;26;99448;336;45;95
75;51;2;17;84;13;31;99538;336;54;105
75;51;2;17;84;13;31;99538;336;54;105
75;51;2;17;84;13;31;99538;336;54;105
76;54;2;17;85;17;31;99589;337;51;104
75;51;2;17;84;13;31;99538;336;54;105
115;42;48;26;77;8;20;99852;309;53;11
82;44;24;23;63;10;28;99613;325;53;102
61;59;1;21;56;5;13;99472;352;56;114
72;655;3;18;78;7;12;99587;334;39;95
72;655;3;18;78;7;12;99587;334;39;95
69;57;0;28;81;21;41;99518;341;52;108
9;6;29;2;69;32;73;99654;334;57;10
72;62;1;23;65;8;46;99332;332;51;118
76;645;3;19;86;14;57;9969;337;46;103
76;645;3;19;86;14;57;9969;337;46;103
72;58;3;23;77;7;28;99568;335;52;10
61;32;25;18;86;5;32;99464;336;44;101
61;34;25;18;84;4;28;99464;336;44;101
73;43;24;25;78;27;67;99648;36;59;111
74;64;17;54;168;52;98;99736;328;5;95
116;475;4;14;91;6;28;99704;307;65;1,00E+14
92;54;31;23;112;11;38;99699;324;56;109
83;85;14;25;93;13;54;99724;336;54;101
116;475;4;14;91;6;28;99704;307;65;1,00E+14
8;83;27;2;8;11;63;99652;329;48;98
72;605;2;19;96;10;31;995;346;53;118
78;5;9;22;115;10;42;9971;318;62;95
73;74;8;17;94;10;45;99576;324;5;98
69;54;3;22;88;9;105;99725;325;118;105
8;77;32;21;79;16;74;99656;327;5;98
66;61;0;16;69;4;8;99396;333;37;104
87;78;51;17;415;12;66;99623;3;117;92
75;58;56;31;153;5;14;99476;321;103;116
87;78;51;17;415;12;66;99623;3;117;92
77;75;27;38;11;34;89;99664;324;45;93
68;815;0;12;267;16;29;99471;332;51;98
72;56;26;2;83;13;100;99586;326;52;99
82;885;2;14;86;7;31;9946;311;46;10
52;49;26;23;9;23;74;9953;371;62;122
72;45;15;2;78;10;28;99609;329;51;99
75;57;2;26;77;11;35;99557;336;62;108
75;57;2;26;77;11;35;99557;336;62;108
68;83;9;18;74;4;25;99534;338;45;96
8;6;22;21;8;25;105;99613;33;49;99
8;6;22;21;8;25;105;99613;33;49;99
71;755;15;18;107;20;84;99593;319;5;95
8;81;25;34;76;34;85;99668;319;42;92
74;64;7;18;1;8;23;9961;33;58;96
74;64;7;18;1;8;23;9961;33;58;96
66;64;31;61;83;7;49;99718;335;68;103
67;48;2;22;8;36;111;99524;31;53;97
6;49;0;23;68;15;33;99292;358;59;125
8;64;22;24;94;5;33;99612;337;58;11
71;62;6;13;7;5;12;9942;317;48;98
8;52;25;2;78;19;59;99612;33;48;102
64;57;14;39;7;27;73;99669;332;48;92
86;685;1;16;92;3;12;99745;331;65;955
87;675;1;16;9;4;11;99745;331;65;955
73;59;26;2;8;17;104;99584;328;52;99
7;6;12;22;83;13;28;9966;352;62;102
72;67;0;22;68;10;24;9956;342;72;111
79;69;21;21;8;33;141;9962;325;51;99
79;69;21;21;8;33;141;9962;325;51;99
76;3;42;2;52;6;24;9963;344;82;119
72;33;33;17;61;3;13;996;323;11;10
8;5;39;26;82;12;46;9985;343;62;107
77;28;3;2;62;18;34;9952;328;9;113
82;24;34;51;62;8;22;9974;322;94;109
6;51;0;21;64;40;54;995;354;93;107
81;29;36;22;48;35;53;995;327;101;124
6;51;0;21;64;40;54;995;354;93;107
66;96;0;18;82;5;16;9936;35;44;119
64;47;4;24;71;8;19;9963;356;73;106
82;24;34;51;62;8;22;9974;322;94;109
99;57;25;2;104;12;89;9963;304;9;101
10;32;59;22;77;3;15;9994;32;78;96
62;58;0;16;65;8;18;9966;356;84;94
10;32;59;22;77;3;15;9994;32;78;96
73;34;33;25;64;21;37;9952;335;77;121
78;53;1;16;77;3;19;995;316;46;98
77;64;21;22;77;32;133;9956;327;45;99
78;53;1;16;77;3;19;995;316;46;98
75;4;18;16;79;24;58;9965;334;58;94
7;54;0;21;79;39;55;9956;339;84;114
64;53;9;39;123;14;31;9968;35;67;11
83;26;37;14;76;8;23;9974;326;7;96
83;26;37;14;76;8;23;9974;326;7;96
77;23;37;18;46;23;60;9971;341;71;121
76;41;33;25;78;6;23;9957;33;58;112
78;64;0;19;72;27;55;9962;331;63;11
79;18;4;22;49;38;67;996;333;93;113
74;41;24;18;66;18;47;9956;337;62;104
76;43;31;21;69;13;74;9958;326;54;99
59;44;0;16;42;3;11;9944;348;85;117
61;4;16;18;69;11;25;9955;342;74;101
102;54;37;154;214;55;95;100369;318;77;9
102;54;37;154;214;55;95;100369;318;77;9
10;38;38;16;169;27;90;99914;315;65;85
68;915;29;48;7;15;39;99577;353;54;111
7;59;0;17;52;3;8;996;341;47;103
73;67;2;22;72;31;92;99566;332;68;1,11E+16
72;37;32;2;62;15;28;9947;323;73;113
74;785;19;52;94;19;98;99713;316;52;9,57E+14
69;63;2;19;78;18;30;99712;34;75;98
69;58;2;175;58;8;22;99322;338;49;117
73;67;2;22;72;31;92;99566;332;68;111
74;785;19;52;94;19;98;99713;316;52;96
69;63;2;19;78;18;30;99712;34;75;98
68;67;0;19;8;22;39;99701;34;74;97
69;58;1;19;8;40;54;99683;34;73;97
72;38;31;2;56;15;29;99472;323;76;113
72;37;32;2;62;15;28;9947;323;73;113
78;32;44;27;104;8;17;99732;333;78;11
66;58;2;2;62;37;53;99374;335;76;116
76;49;33;19;74;27;85;99706;341;58;9
117;45;63;22;73;7;23;99974;321;69;109
65;9;0;16;52;9;17;99467;35;63;109
6;54;6;18;5;38;89;99236;33;5;1055
76;49;33;19;74;27;85;99706;341;58;9
84;29;4;17;67;8;20;99603;339;6;105
79;2;35;17;54;7;15;99458;332;8;119
64;42;9;23;54;34;64;99724;341;68;104
62;785;0;21;6;6;13;99664;359;61;10
68;64;3;23;75;14;31;99545;336;58;104
69;63;1;24;76;14;39;99522;334;53;108
68;59;1;17;63;34;53;9958;341;67;97
68;59;1;17;63;34;53;9958;341;67;97
73;48;32;21;62;31;54;99728;33;65;10
67;104;8;23;67;19;32;99648;352;57;11
73;48;32;21;62;31;54;99728;33;65;10
73;98;5;21;61;20;49;99705;331;55;97
10;69;11;14;84;8;24;99578;288;47;97
67;7;8;375;67;8;16;99334;343;52;126
76;35;6;26;73;23;44;99656;338;79;111
61;6;8;18;71;14;45;99336;338;54;11
99;5;5;138;205;48;82;100242;316;75;88
53;47;11;22;48;16;89;99182;354;88;1,36E+16
99;5;5;138;205;48;82;100242;316;75;88
53;47;11;22;48;16;89;99182;354;88;136
71;875;5;57;82;3;14;99808;34;52;102
82;28;6;3;104;10;22;99828;339;68;106
56;62;3;15;8;6;13;99498;366;62;101
82;28;6;3;104;10;22;99828;339;68;106
72;58;54;21;114;3;9;99719;333;57;103
81;33;44;15;42;6;12;99542;335;61;107
68;91;6;2;6;4;11;99592;353;64;109
7;655;16;21;74;8;25;99606;337;55;97
68;68;21;21;7;9;23;99546;338;6;103
6;64;5;19;66;9;17;99496;352;78;106
56;54;4;17;49;5;13;9942;372;58;114
62;57;1;21;48;4;11;99448;344;76;108
71;22;49;18;39;8;18;99344;339;56;124
56;54;4;17;49;5;13;9942;372;58;114
62;65;6;16;5;6;18;99348;357;54;1195
77;54;26;19;89;23;147;99636;326;59;97
64;31;9;14;66;15;28;99459;342;7;10
7;43;2;19;8;15;28;99492;335;81;106
77;54;26;19;89;23;147;99636;326;59;97
69;74;3;23;54;7;16;99508;345;63;115
66;895;4;23;68;7;13;99582;353;58;108
69;74;3;23;54;7;16;99508;345;63;115
75;725;4;15;76;8;15;99508;326;53;96
78;82;29;43;83;21;64;99642;316;53;94
73;585;18;24;78;15;60;99638;331;54;98
62;44;39;25;77;6;14;99555;351;69;11
75;38;57;23;106;5;12;99605;336;55;114
67;76;2;18;78;6;12;996;355;63;995
68;81;5;2;7;6;14;99562;351;66;108
75;38;57;23;106;5;12;99605;336;55;114
71;27;6;21;74;17;25;99814;338;72;106
79;18;4;18;62;7;20;9941;328;7;111
64;36;21;22;47;26;48;99661;347;77;97
71;69;4;21;68;19;27;99712;344;67;98
64;79;4;22;61;11;17;99588;353;65;104
64;56;15;18;78;17;65;99294;333;6;105
69;84;21;41;74;16;65;99842;353;72;9,23E+14
69;84;21;41;74;16;65;99842;353;72;925
61;32;25;23;71;23;58;99633;342;97;106
65;53;6;2;63;29;44;99489;338;83;103
74;47;46;22;114;7;20;99647;332;63;105
66;7;8;26;106;14;27;99665;344;58;102
65;53;6;2;63;29;44;99489;338;83;103
69;48;2;19;82;9;23;99585;339;43;905
61;32;25;23;71;23;58;99633;342;97;106
68;48;25;2;76;29;61;9953;334;6;104
6;42;19;2;75;22;47;99522;339;78;10
67;48;8;21;64;18;34;99552;333;64;97
68;47;8;22;64;18;38;99553;33;65;96
71;53;7;17;71;15;24;9951;329;66;108
79;29;49;22;96;21;59;99714;331;67;101
71;69;8;21;63;42;52;99608;342;6;102
66;44;9;22;63;9;18;99444;342;69;113
61;705;1;28;81;13;28;99631;36;66;102
72;53;13;2;58;18;22;99573;321;68;99
8;39;3;19;74;32;84;99717;339;61;9
66;56;14;24;64;13;29;99397;342;62;117
7;55;13;22;75;15;35;9959;336;59;97
61;53;8;19;77;24;45;99528;36;68;103
54;58;8;19;59;20;31;99484;35;64;102
62;64;9;25;81;15;26;99538;357;63;12
72;39;32;18;65;34;60;99714;346;78;99
62;52;8;44;71;11;32;99646;356;63;116
74;25;29;22;54;19;49;99666;34;76;109
67;855;2;19;64;29;38;99472;33;56;1075
111;44;42;22;64;14;19;99758;325;57;104
84;37;43;23;63;12;19;9955;317;81;112
65;63;33;18;59;16;28;99531;336;64;101
7;57;2;2;72;17;26;99575;336;61;102
63;6;1;16;48;12;26;99306;355;51;121
112;4;5;2;99;19;50;99783;31;58;104
74;36;3;18;74;17;24;99419;324;7;114
71;68;0;23;87;17;26;99783;345;53;95
71;67;0;23;83;18;27;99768;344;54;94
63;68;1;37;103;32;54;99586;351;66;113
73;735;0;22;8;18;28;99765;341;6;94
66;855;2;24;62;15;23;99627;354;6;11
7;56;17;17;65;15;24;99514;344;68;1055
66;88;4;22;66;12;20;99636;353;56;99
66;855;2;24;62;15;23;99627;354;6;11
69;63;33;67;235;66;115;99787;322;56;95
78;6;26;2;8;31;131;99622;321;52;99
78;6;26;2;8;31;131;99622;321;52;99
78;6;26;2;8;31;131;99622;321;52;99
72;695;13;2;76;12;20;99546;329;54;101
72;695;13;2;76;12;20;99546;329;54;101
72;695;13;2;76;12;20;99546;329;54;101
67;67;2;19;61;26;42;99489;339;82;109
67;16;64;21;59;24;52;99494;334;71;112
72;695;13;2;76;12;20;99546;329;54;101
7;56;13;16;77;25;42;99629;334;59;92
62;51;14;19;56;15;34;99396;348;57;115
64;36;53;22;23;19;35;9934;337;93;124
64;38;14;22;38;15;25;99514;344;65;111
73;69;32;22;69;35;104;99632;333;51;95
6;58;2;24;75;15;50;99467;358;67;125
56;31;78;139;74;23;92;99677;339;48;105
75;52;4;22;6;12;20;99474;326;64;118
8;3;63;16;81;16;29;99588;33;78;108
62;7;15;51;76;13;27;99622;354;6;119
68;67;15;18;118;13;20;9954;342;67;113
62;56;9;17;53;24;32;99402;354;6;113
74;35;33;24;68;9;26;9947;336;6;119
62;56;9;17;53;24;32;99402;354;6;113
61;715;1;26;53;13;27;99362;357;5;119
62;46;29;21;74;32;98;99578;333;62;98
67;32;44;24;61;24;34;99484;329;8;116
72;39;44;26;66;22;48;99494;33;84;115
75;31;41;24;65;34;60;99492;334;85;114
58;61;11;18;66;18;28;99483;355;66;109
72;66;33;25;68;34;102;99414;327;78;128
66;725;2;78;73;29;79;9977;329;54;92
63;55;15;18;77;26;35;99314;332;82;116
54;74;9;17;89;16;26;99402;367;56;116
63;51;13;23;76;29;40;99574;342;75;11
68;62;8;19;68;28;38;99651;342;82;95
62;6;8;2;9;32;44;9949;345;58;105
59;55;1;22;62;39;51;99512;352;76;112
63;51;13;23;76;29;40;99574;342;75;11
59;645;12;2;75;32;44;99547;357;71;102
6;31;47;36;67;18;42;99549;339;66;11
